product;code;libelle
TUI - CIRCUIT GRÈCE 6J;09.8.0.0;Forfaits touristiques (S)
Lastminute - FORF ESPAGNOL;09.8.0.0;Forfaits touristiques (S)
Expedia - PACK LONDRES 4J;09.8.0.0;Forfaits touristiques (S)
Air France - VOL + HÔTEL PARIS;09.8.0.0;Forfaits touristiques (S)
Ryanair - VOL + HÔTEL DUBAI;09.8.0.0;Forfaits touristiques (S)
EasyJet - VOL + HÔTEL ROME;09.8.0.0;Forfaits touristiques (S)
SNCF - TGV + FORF LORRAINE;09.8.0.0;Forfaits touristiques (S)
Eurostar - FORF PARIS-LONDRES;09.8.0.0;Forfaits touristiques (S)
Accor - PACK IBERIA 5J;09.8.0.0;Forfaits touristiques (S)
Novotel - FORF SUD 6J;09.8.0.0;Forfaits touristiques (S)
Ibis - SEJOUR + PETIT DEJ;09.8.0.0;Forfaits touristiques (S)
Booking.com - FORF MARRAKECH;09.8.0.0;Forfaits touristiques (S)
Look Voyages - CIRCUIT TURQUIE;09.8.0.0;Forfaits touristiques (S)
Voyage Privé - LUXE 6J;09.8.0.0;Forfaits touristiques (S)
Club Med - STAGE JEUNES 7J;09.8.0.0;Forfaits touristiques (S)
Campingsol - FORF FAMILLE 9J;09.8.0.0;Forfaits touristiques (S)
Camping Les Ormes - STAGE ADOS;09.8.0.0;Forfaits touristiques (S)
Camping Le Soleil - FORF DÉTENTE;09.8.0.0;Forfaits touristiques (S)
Pierre & Vac-6J ITALIE;09.8.0.0;Forfaits touristiques (S)
Club Horizon - VACANCES ALL INCL;09.8.0.0;Forfaits touristiques (S)
Voyageur.com - FORF BRESIL 5J;09.8.0.0;Forfaits touristiques (S)
TUI - CROISIÈRE CARIBES;09.8.0.0;Forfaits touristiques (S)
MSC Croisières - PACK 8J;09.8.0.0;Forfaits touristiques (S)
Costa - FORF MEDITERRANEE;09.8.0.0;Forfaits touristiques (S)
Lagan - FORF MALDIVES 7J;09.8.0.0;Forfaits touristiques (S)
Thomas Cook - CIRCUIT AUSTRALIE;09.8.0.0;Forfaits touristiques (S)
Promovacances - SEJOUR 4J;09.8.0.0;Forfaits touristiques (S)
Voyageurs du Monde - LUXE 5J;09.8.0.0;Forfaits touristiques (S)
Odyssée - FORF JAPON 6J;09.8.0.0;Forfaits touristiques (S)
Boulangerie Pâtiss - STAGE CULINAIRE (incl. héb);09.8.0.0;Forfaits touristiques (S)
Camping Le Lac - FORF NATURE 6J;09.8.0.0;Forfaits touristiques (S)
Camping La Forêt - STAGE AVENTURE;09.8.0.0;Forfaits touristiques (S)
Club Med - FORF MALTA;09.8.0.0;Forfaits touristiques (S)
Club Med - FORF IRELAND;09.8.0.0;Forfaits touristiques (S)
Pierre & Vac-7J ESPAGNE;09.8.0.0;Forfaits touristiques (S)
TUI - CIRCUIT HONG KONG;09.8.0.0;Forfaits touristiques (S)
Lastminute - FORF SINGAPORE;09.8.0.0;Forfaits touristiques (S)
Expedia - PACK BERLIN 5J;09.8.0.0;Forfaits touristiques (S)
Air France - VOL + HÔTEL NEW YORK;09.8.0.0;Forfaits touristiques (S)
Ryanair - VOL + HÔTEL MADRID;09.8.0.0;Forfaits touristiques (S)
EasyJet - VOL + HÔTEL LISBONNE;09.8.0.0;Forfaits touristiques (S)
SNCF - TGV + FORF PROVENCE;09.8.0.0;Forfaits touristiques (S)
Eurostar - FORF BÉLFAST;09.8.0.0;Forfaits touristiques (S)
Accor - PACK PALACE 4J;09.8.0.0;Forfaits touristiques (S)
Novotel - FORF MONTAGNE 5J;09.8.0.0;Forfaits touristiques (S)
Ibis - SEJOUR + PETIT DEJ;09.8.0.0;Forfaits touristiques (S)
Booking.com - FORF ATHENS;09.8.0.0;Forfaits touristiques (S)
Look Voyages - CIRCUIT MAROC;09.8.0.0;Forfaits touristiques (S)
Voyage Privé - LUXE 7J;09.8.0.0;Forfaits touristiques (S)
Club Med - STAGE FAMILLE 9J;09.8.0.0;Forfaits touristiques (S)
Campingsol - FORF BEACH 7J;09.8.0.0;Forfaits touristiques (S)
Camping Les Ormes - STAGE YOGA;09.8.0.0;Forfaits touristiques (S)
Camping Le Soleil - FORF DÉCOUVERTE;09.8.0.0;Forfaits touristiques (S)
Pierre & Vac-5J SUISE;09.8.0.0;Forfaits touristiques (S)
Club Horizon - VACANCES LUXE;09.8.0.0;Forfaits touristiques (S)
Voyageur.com - FORF INDONÉSIE;09.8.0.0;Forfaits touristiques (S)
TUI - CROISIÈRE BALTIQUE;09.8.0.0;Forfaits touristiques (S)
MSC Croisières - PACK 6J;09.8.0.0;Forfaits touristiques (S)
Costa - FORF CÔTE D’AZUR;09.8.0.0;Forfaits touristiques (S)
Lagan - FORF SEYCHELLES;09.8.0.0;Forfaits touristiques (S)
Thomas Cook - CIRCUIT PEROU;09.8.0.0;Forfaits touristiques (S)
Promovacances - SEJOUR 7J;09.8.0.0;Forfaits touristiques (S)
FRAIS INSCR CRÈCHE NANNY;10.1.0.1;Enseignement préscolaire
CANTINE MAT KFC;10.1.0.1;Enseignement préscolaire
ECOL MATERNELLE LES LILAS;10.1.0.1;Enseignement préscolaire
EXCURSION ZOO VILLAGE;10.1.0.1;Enseignement préscolaire
LIVRES PÉDAGOGIQUES HACHETTE;10.1.0.1;Enseignement préscolaire
MATÉRIEL ARTISTIQUE CRAYOLA;10.1.0.1;Enseignement préscolaire
JEU CONSTRUCTION LEGO EDU;10.1.0.1;Enseignement préscolaire
COURS MUSIQUE RYTHME;10.1.0.1;Enseignement préscolaire
MATELAS BÉBÉ BIBI (3 m²);10.1.0.1;Enseignement préscolaire
FRAIS SÉJOUR HÔPITAL ENF;10.1.0.1;Enseignement préscolaire
CANTINE MAT BURGER KING;10.1.0.1;Enseignement préscolaire
FRAIS DÉPLACEMENT BUS SCOLAIRE;10.1.0.1;Enseignement préscolaire
ATELIER PAINT STABILO;10.1.0.1;Enseignement préscolaire
LIVRE CONTES BONNE MAMAN;10.1.0.1;Enseignement préscolaire
MATERIEL SCIENCE VIA LAB;10.1.0.1;Enseignement préscolaire
COURS DANSE BALLET MARGOT;10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION MUSEE LAC;10.1.0.1;Enseignement préscolaire
PRODUIT PÉDAGOGIQUE PLAYMOBIL;10.1.0.1;Enseignement préscolaire
PALETTE COULEURS FIMO;10.1.0.1;Enseignement préscolaire
ATELIER CUISINE PETIT CHEF;10.1.0.1;Enseignement préscolaire
FRAIS INSCRIPTION ECOLE SAINT‑JACQUES;10.1.0.1;Enseignement préscolaire
COURS LANGUE ENGLISH MILLER;10.1.0.1;Enseignement préscolaire
MATÉRIEL JEUX MINDSTORMS LEGO;10.1.0.1;Enseignement préscolaire
CANTINE MAT SUBWAY;10.1.0.1;Enseignement préscolaire
EXCURSION FERME FERMIERE;10.1.0.1;Enseignement préscolaire
LIVRES COLORIAGE STABILO;10.1.0.1;Enseignement préscolaire
COURS YOGA ENFANTS ZEN;10.1.0.1;Enseignement préscolaire
FRAIS CAMPE ESTIVAL PARK SÉNIOR;10.1.0.1;Enseignement préscolaire
MATELAS POUFO BIBI (2 m²);10.1.0.1;Enseignement préscolaire
ATELIER MOSAÏQUE CREA;10.1.0.1;Enseignement préscolaire
COURS INFORMATIQUE KIDS MICROSOFT;10.1.0.1;Enseignement préscolaire
CANTINE MAT ;10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION AQUARIUM MARINA;10.1.0.1;Enseignement préscolaire
LIVRE ABECEDAIRES HACHETTE;10.1.0.1;Enseignement préscolaire
JEU LOGIQUE RUBIKS (CUBE);10.1.0.1;Enseignement préscolaire
COURS POTERIE CLAY ART;10.1.0.1;Enseignement préscolaire
MATÉRIEL PEINTURE CITRON (12 ml);10.1.0.1;Enseignement préscolaire
CANTINE MAT NESTÉ (bis);10.1.0.1;Enseignement préscolaire
FRAIS TRANSPORT CAR SCOOTER;10.1.0.1;Enseignement préscolaire
ATELIER CINÉMA KIDS FRENCH FILM;10.1.0.1;Enseignement préscolaire
LIVRE HISTOIRE ENFANTS BOD (300 p.);10.1.0.1;Enseignement préscolaire
COURS PIANISTE MUSIK (5 h);10.1.0.1;Enseignement préscolaire
CANTINE MAT DOMINO’S (2 p.);10.1.0.1;Enseignement préscolaire
EXCURSION FERME ANIMALE LA GRANGE;10.1.0.1;Enseignement préscolaire
MATÉRIEL SCULPTURE K’NEX (100 pcs);10.1.0.1;Enseignement préscolaire
FRAIS INSCRIPTION PÉPINIÈRE JARDIN;10.1.0.1;Enseignement préscolaire
COURS THÉÂTRE PETITE SCÈNE;10.1.0.1;Enseignement préscolaire
LIVRES ÉCOLOGIE CÉLINE (50 p.);10.1.0.1;Enseignement préscolaire
JEU PUZZLE RAVENSBURGER (500 pcs);10.1.0.1;Enseignement préscolaire
ATELIER GUITAR YOUNG GIBSON;10.1.0.1;Enseignement préscolaire
CANTINE MAT MCDONALD’S (3 p.);10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION CHATEAU LOUVRE;10.1.0.1;Enseignement préscolaire
MATÉRIEL BIBLIOTHÈQUE SABINE (20 liv.);10.1.0.1;Enseignement préscolaire
COURS AÉRODYNAMIQUE AIR CUBE;10.1.0.1;Enseignement préscolaire
LIVRE MATHS JUPITER (150 p.);10.1.0.1;Enseignement préscolaire
JEU MÉMOIRE MEMORY (MICRO);10.1.0.1;Enseignement préscolaire
ATELIER CROQUET MELON;10.1.0.1;Enseignement préscolaire
CANTINE MAT PASTA BAR (LA BARRA);10.1.0.1;Enseignement préscolaire
FRAIS CAMPE FORÊT JUNIOR;10.1.0.1;Enseignement préscolaire
MATÉRIEL SENSORY BABA (5 pcs);10.1.0.1;Enseignement préscolaire
COURS PÉNCHER ENFANTS (3 h);10.1.0.1;Enseignement préscolaire
LIVRES POÉSIE PETITS POÈTES;10.1.0.1;Enseignement préscolaire
JEU STRATÉGIE Catan Kids;10.1.0.1;Enseignement préscolaire
ATELIER AROMATHERAPIE LAVANDE;10.1.0.1;Enseignement préscolaire
CANTINE MAT MCDO (SUP);10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION MUSEE SCIENCE;10.1.0.1;Enseignement préscolaire
MATÉRIEL DESSIN STABILO (30 pcs);10.1.0.1;Enseignement préscolaire
COURS BALLE NOUVEAU SPORT;10.1.0.1;Enseignement préscolaire
LIVRE BIOGRAPHIE ENFANTS RAY (120 p.);10.1.0.1;Enseignement préscolaire
JEU DOMINO GRAND MAMAN;10.1.0.1;Enseignement préscolaire
ATELIER JARDINAGE GREEN KIDS;10.1.0.1;Enseignement préscolaire
CANTINE MAT TACO BELL (2 p.);10.1.0.1;Enseignement préscolaire
FRAIS INSCRIPTION CENTRE ARTS VIVANTS;10.1.0.1;Enseignement préscolaire
MATÉRIEL MANIPULATIF LEGO (DUPLO);10.1.0.1;Enseignement préscolaire
COURS CHANT KIDS MUSIQUE;10.1.0.1;Enseignement préscolaire
LIVRES ALPHABÈTE CHOUETTE (200 p.);10.1.0.1;Enseignement préscolaire
JEU ECOLE TIGER (TIGER);10.1.0.1;Enseignement préscolaire
ATELIER COOKING MIX KITCHEN;10.1.0.1;Enseignement préscolaire
CANTINE MAT BURGER KING (FR);10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION BATEAU LAC ROBINSON;10.1.0.1;Enseignement préscolaire
MATÉRIEL SCIENCE VIVOTEL (kit);10.1.0.1;Enseignement préscolaire
COURS ZUMBA KIDS (4 h);10.1.0.1;Enseignement préscolaire
LIVRE NATURE ENFANTS ECO‑BOOK;10.1.0.1;Enseignement préscolaire
JEU LABYRINTHE MAZE (15 pcs);10.1.0.1;Enseignement préscolaire
ATELIER PEINTURE MUR CLOVER;10.1.0.1;Enseignement préscolaire
CANTINE MAT PAIN QUOTIDIEN (2 p.);10.1.0.1;Enseignement préscolaire
FRAIS CAMPE LITTORAL SAND PLAY;10.1.0.1;Enseignement préscolaire
MATÉRIEL MANIPULA BLOKS (50 pcs);10.1.0.1;Enseignement préscolaire
COURS GUITARE KIDS FENDER;10.1.0.1;Enseignement préscolaire
LIVRES SCIENCES FOLIO (250 p.);10.1.0.1;Enseignement préscolaire
JEU CARTE MEMORY (Mini);10.1.0.1;Enseignement préscolaire
ATELIER SABLE KIDDO (2 h);10.1.0.1;Enseignement préscolaire
CANTINE MAT POULET GRILL (3 p.);10.1.0.1;Enseignement préscolaire
FRAIS EXCURSION FERME POULET NATURE;10.1.0.1;Enseignement préscolaire
MATÉRIEL MOTRICITÉ BIBI (30 pcs);10.1.0.1;Enseignement préscolaire
COURS MAGIE KIDS MYSTIC;10.1.0.1;Enseignement préscolaire
LIVRE COULEURS FOLIO (120 p.);10.1.0.1;Enseignement préscolaire
JEU ASSEMBLE MECANIC (Meccano);10.1.0.1;Enseignement préscolaire
ATELIER SILHOUETTE SHADOW (1 h);10.1.0.1;Enseignement préscolaire
CANTINE MAT CROISSANT (5 p.);10.1.0.1;Enseignement préscolaire
INSCR ELEV PRIMARIE 2025;10.1.0.2;Enseignement primaire
FRAIS SCOLAIRE PRIM 2024;10.1.0.2;Enseignement primaire
CANTINE  KIDS;10.1.0.2;Enseignement primaire
REPAS SCOLAIRE  BLOC;10.1.0.2;Enseignement primaire
EXCURSION SNCF ÉCOLE 2J;10.1.0.2;Enseignement primaire
BILLET BUS SCOLAIRE STIF;10.1.0.2;Enseignement primaire
ASSUR SCOLAIRE AXA ENF;10.1.0.2;Enseignement primaire
CAFÉTÉRIA LEROY MERLIN PAUSE;10.1.0.2;Enseignement primaire
LIBRAIRIE FNAC MANUEL MAT;10.1.0.2;Enseignement primaire
FOURNITURES BIC Cahier A5;10.1.0.2;Enseignement primaire
STYLO MAPED Jet‑Pro Scolaire;10.1.0.2;Enseignement primaire
CARNET CLAIREFONT. Moyen 2024;10.1.0.2;Enseignement primaire
PAPIER CLIP A4 Pack 5 pcs;10.1.0.2;Enseignement primaire
GOMME STAEDTLER Brite x2;10.1.0.2;Enseignement primaire
COLLE SCOLAIRE 3M Pack 2;10.1.0.2;Enseignement primaire
Ciseaux Faber‑Castell Junior;10.1.0.2;Enseignement primaire
RÈGLES MICHELIN 15 cm;10.1.0.2;Enseignement primaire
BOÎTE CRAYONS STABILO 12 pcs;10.1.0.2;Enseignement primaire
GLISSERIE DECO LEGO Édu‑Set;10.1.0.2;Enseignement primaire
TABLEAU NOIR Vernier Classe A;10.1.0.2;Enseignement primaire
MARMITE DE CANTINE Tupperware 2 L;10.1.0.2;Enseignement primaire
BOISSON Evian 500 ml Cantine;10.1.0.2;Enseignement primaire
YAOURT Danone Petit Goûter;10.1.0.2;Enseignement primaire
BISCOTTE LU Scolaire Pack 10;10.1.0.2;Enseignement primaire
FRUITS  Pomme Kg;10.1.0.2;Enseignement primaire
VEGETA Auchan Carotte Kg;10.1.0.2;Enseignement primaire
LUNCH‑BOX Miroir Kids Écolier;10.1.0.2;Enseignement primaire
MOTEL SÉJOUR Hôtel Ibis Excursion;10.1.0.2;Enseignement primaire
VISITE MUSÉE Cité des Sciences Billet;10.1.0.2;Enseignement primaire
ATELIER ART Cultura Peinture Kit;10.1.0.2;Enseignement primaire
COURS DE MUSIQUE Yamaha Scolaire;10.1.0.2;Enseignement primaire
COURS DE DANSE Fit’n Dance Enfant;10.1.0.2;Enseignement primaire
ACTIVITÉ SPORTIVE Decathlon Football Kit;10.1.0.2;Enseignement primaire
ENTRAÎNEMENT NAGE Piscine Nautilus Jr;10.1.0.2;Enseignement primaire
Cours de langue Berlitz Anglais Kids;10.1.0.2;Enseignement primaire
Programme d’alphabétisation Lire‑Écrire 2024;10.1.0.2;Enseignement primaire
Soutien Scolaire Académie Privée 3 h;10.1.0.2;Enseignement primaire
Cours de soutien Kumon Maths 5 h;10.1.0.2;Enseignement primaire
Atelier robotique VTech Éducatif Set;10.1.0.2;Enseignement primaire
Cours de codage Code‑Club Python Kids;10.1.0.2;Enseignement primaire
Séance de kiné Physio‑Kids 30 min;10.1.0.2;Enseignement primaire
Bilan santé Mutuelle MGEN Enfant;10.1.0.2;Enseignement primaire
Frais de transport RATP Pass Scolaire;10.1.0.2;Enseignement primaire
Ticket de métro Navigo Scolaire 1 mois;10.1.0.2;Enseignement primaire
Abonnement bus Transdev Scolaire Année;10.1.0.2;Enseignement primaire
Frais de garderie Crèche Bébés 30 h;10.1.0.2;Enseignement primaire
Après‑école Club Le Lynx Scolaire;10.1.0.2;Enseignement primaire
Activité extrascolaire Eclat Théâtre 2 h;10.1.0.2;Enseignement primaire
Cours de cuisine Marmiton Kids Atelier;10.1.0.2;Enseignement primaire
Séance de yoga Yoga‑Kids 30 min;10.1.0.2;Enseignement primaire
Uniforme Petit Bateau Blouse Scolaire;10.1.0.2;Enseignement primaire
Chaussures Puma Kids École 10 EU;10.1.0.2;Enseignement primaire
Sac à dos East Pack Scolaire 15 L;10.1.0.2;Enseignement primaire
Veste The North Face Kids Hiver;10.1.0.2;Enseignement primaire
Gilet Zara Kids Fluo Sécurité;10.1.0.2;Enseignement primaire
Casquette Adidas Kids Sport Scolaire;10.1.0.2;Enseignement primaire
Lunettes de protection Bolle Kids Lab;10.1.0.2;Enseignement primaire
Matériel de laboratoire Cicero Kit Science;10.1.0.2;Enseignement primaire
Livre de lecture Hachette « Petits Voyageurs »;10.1.0.2;Enseignement primaire
Roman jeunesse Gallimard « Aventures du Loup »;10.1.0.2;Enseignement primaire
Dictionnaire Larousse Scolaire 2024;10.1.0.2;Enseignement primaire
Cahier d’exercices Hatier Maths CM2;10.1.0.2;Enseignement primaire
Manuel de français Nathan CM2 2024;10.1.0.2;Enseignement primaire
Guide pédagogique Éditions Milan Pédago;10.1.0.2;Enseignement primaire
DVD éducatif Discovery Kids Science;10.1.0.2;Enseignement primaire
CD audio Berio Alphabet Chansons;10.1.0.2;Enseignement primaire
Application mobile Duolingo Kids Abonnement;10.1.0.2;Enseignement primaire
Licence Microsoft Office Éducation 1 an;10.1.0.2;Enseignement primaire
Tablette Lenovo Tab Kids Éduc 10 pouces;10.1.0.2;Enseignement primaire
Ordinateur Acer Aspire Édu Intel i5;10.1.0.2;Enseignement primaire
Imprimante HP DeskJet Scolaire Toner;10.1.0.2;Enseignement primaire
Cartouche d’encre Canon PG‑245 x2;10.1.0.2;Enseignement primaire
Disque dur Seagate 1 TB Externe Scolaire;10.1.0.2;Enseignement primaire
Câble HDMI Belkin 2 m Éduc;10.1.0.2;Enseignement primaire
Clé USB SanDisk 16 Go Scolaire;10.1.0.2;Enseignement primaire
Abonnement Netflix Kids 1 mois;10.1.0.2;Enseignement primaire
Jeux éducatifs Hasbro « Brain Games »;10.1.0.2;Enseignement primaire
Puzzle Ravensburger 1000 pcs Éducation;10.1.0.2;Enseignement primaire
Kit de construction Meccano Kids 50 pcs;10.1.0.2;Enseignement primaire
Globe Boussole World Scolaire 10 cm;10.1.0.2;Enseignement primaire
Carte géographique Geo France Pliée;10.1.0.2;Enseignement primaire
Lampe de bureau Philips LED Scolaire;10.1.0.2;Enseignement primaire
Chaise ergonomique Ikea Malm Kids;10.1.0.2;Enseignement primaire
Bureau Ikea Micke Kids 120 cm;10.1.0.2;Enseignement primaire
Tapis d’activités Moleca Gym Kids;10.1.0.2;Enseignement primaire
Matelas Emma Kids 180 x 200;10.1.0.2;Enseignement primaire
Rideau Ikea VIVA Kids Imprimé;10.1.0.2;Enseignement primaire
Tableau blanc Quart‑Dur Scolaire 120 cm;10.1.0.2;Enseignement primaire
Marque‑pages Papier Carton Pack 20;10.1.0.2;Enseignement primaire
Gommettes Tombola Kids Pack 100;10.1.0.2;Enseignement primaire
Crayons de couleur Faber‑Castell 24 pcs;10.1.0.2;Enseignement primaire
Feutres Stabilo Bunt 12 pcs;10.1.0.2;Enseignement primaire
Peinture Sennelier Acrylique Set 6 pcs;10.1.0.2;Enseignement primaire
Colle à papier Bostik 20 ml Scolaire;10.1.0.2;Enseignement primaire
Ruban adhésif Scotch Kids Roll 15 m;10.1.0.2;Enseignement primaire
Boîte à lunch Thermos Kids 500 ml;10.1.0.2;Enseignement primaire
Gobelet Bodum Kids 250 ml;10.1.0.2;Enseignement primaire
Bouteille d’eau Volvic 500 ml Scolaire;10.1.0.2;Enseignement primaire
Sac de sport Decathlon Kipsta Kids 30 L;10.1.0.2;Enseignement primaire
100. Frais de sortie scolaire Mairie Excursion Parc Nature;10.1.0.2;Enseignement primaire
SCOLARITE LYCEE – 2025;10.2.0.0;Enseignement secondaire (S)
FRAIS INSCRIPTION – 2ND CHANCE;10.2.0.0;Enseignement secondaire (S)
MANUEL HISTO 2024 – HACHETT;10.2.0.0;Enseignement secondaire (S)
COURS DE SOUTIEN MATH – SUPÉRIEUR;10.2.0.0;Enseignement secondaire (S)
EXCURSION LONDRES – RATP;10.2.0.0;Enseignement secondaire (S)
UNIFORME SPORT – ADIDAS;10.2.0.0;Enseignement secondaire (S)
CARNET DE NOTES – MOLESKINE;10.2.0.0;Enseignement secondaire (S)
KIT DE SCIENCES – DECATHLON;10.2.0.0;Enseignement secondaire (S)
FRAIS DE RÉINTEGRATION – ADIEU;10.2.0.0;Enseignement secondaire (S)
MANUEL BIOLOGIE – GALLIMARD;10.2.0.0;Enseignement secondaire (S)
CANTINE LYCÉE – ;10.2.0.0;Enseignement secondaire (S)
ABONNEMENT MATHS – KAPLAN;10.2.0.0;Enseignement secondaire (S)
STAGE INFORMATIQUE – MICROSOFT;10.2.0.0;Enseignement secondaire (S)
COURS DE LANGUE EN LIGNE – DUOLINGO;10.2.0.0;Enseignement secondaire (S)
EXCURSION VILLAGE FRANÇAIS – SNCF;10.2.0.0;Enseignement secondaire (S)
MANUEL PHYSIQUE – EDIFICE;10.2.0.0;Enseignement secondaire (S)
UNIFORME CHEMISTE – LAVAL;10.2.0.0;Enseignement secondaire (S)
FRAIS D'EXAMEN BAC – MINISTÈRE;10.2.0.0;Enseignement secondaire (S)
MANUEL GÉOGRAPHIE – BORDAS;10.2.0.0;Enseignement secondaire (S)
CARNET DE DESSIN – STABILO;10.2.0.0;Enseignement secondaire (S)
KIT ROBOTIQUE – LEGO;10.2.0.0;Enseignement secondaire (S)
COURS DE MUSIQUE – YAMAHA;10.2.0.0;Enseignement secondaire (S)
EXCURSION MUSÉE – VIRTUEL;10.2.0.0;Enseignement secondaire (S)
FRAIS DE RÉINSCRIPTION – CAF;10.2.0.0;Enseignement secondaire (S)
MANUEL ECONOMIE – ECONOLOGIE;10.2.0.0;Enseignement secondaire (S)
CANTINE VÉGÉ – ;10.2.0.0;Enseignement secondaire (S)
COURS D'APPLI – APPLE;10.2.0.0;Enseignement secondaire (S)
STAGE DE PÉDAGOGIE – ORANGE;10.2.0.0;Enseignement secondaire (S)
UNIFORME BASKET – NIKE;10.2.0.0;Enseignement secondaire (S)
MANUEL LITTÉRATURE – LAROUSSE;10.2.0.0;Enseignement secondaire (S)
FRAIS DE RÉEXAMEN – ANNEE SCOLAIRE;10.2.0.0;Enseignement secondaire (S)
KIT DE CHIMIE – SCHÜTZ;10.2.0.0;Enseignement secondaire (S)
COURS DE DESSIN – Wacom;10.2.0.0;Enseignement secondaire (S)
EXCURSION SCIENCE – MUSEE D'OR;10.2.0.0;Enseignement secondaire (S)
MANUEL MATHS – DUNOD;10.2.0.0;Enseignement secondaire (S)
CANTINE BIO – BIOCOOP;10.2.0.0;Enseignement secondaire (S)
UNIFORME TECHNIQUE – PUMA;10.2.0.0;Enseignement secondaire (S)
FRAIS DE COTISATION – UNSS;10.2.0.0;Enseignement secondaire (S)
MANUEL PHILO – PUY DE DOME;10.2.0.0;Enseignement secondaire (S)
STAGE DE LANGUE – BILIBILI;10.2.0.0;Enseignement secondaire (S)
KIT PHYSIQUE – THOMSON;10.2.0.0;Enseignement secondaire (S)
COURS D'ORAL – TOEFL;10.2.0.0;Enseignement secondaire (S)
EXCURSION GÉNÉRALE – AIRFRANCE;10.2.0.0;Enseignement secondaire (S)
MANUEL HISTO 2025 – PUF;10.2.0.0;Enseignement secondaire (S)
CANTINE SNACK – QUICK;10.2.0.0;Enseignement secondaire (S)
UNIFORME CHEF – GARNIER;10.2.0.0;Enseignement secondaire (S)
FRAIS D'INSCRIPTION – CPE;10.2.0.0;Enseignement secondaire (S)
MANUEL GÉOMÉTRIE – PONT;10.2.0.0;Enseignement secondaire (S)
COURS DE CODAGE – GOOGLE;10.2.0.0;Enseignement secondaire (S)
KIT DE BIO – BIO-RAD;10.2.0.0;Enseignement secondaire (S)
EXCURSION ARCTIQUE – HOP;10.2.0.0;Enseignement secondaire (S)
MANUEL LITTÉ – HACHEtte;10.2.0.0;Enseignement secondaire (S)
CANTINE VITAMINÉE – K-FROG;10.2.0.0;Enseignement secondaire (S)
UNIFORME ART – TEEPEE;10.2.0.0;Enseignement secondaire (S)
FRAIS DE DIPLÔME – LÉGALIS;10.2.0.0;Enseignement secondaire (S)
MANUEL ÉCOLE – GALLIMAR;10.2.0.0;Enseignement secondaire (S)
COURS DE DEVOIR – KAPLAN;10.2.0.0;Enseignement secondaire (S)
KIT D'EXPÉRIMENT – VIKING;10.2.0.0;Enseignement secondaire (S)
EXCURSION HISTOIRE – VIEPOIL;10.2.0.0;Enseignement secondaire (S)
MANUEL ANGLAIS – CAMBRIDGE;10.2.0.0;Enseignement secondaire (S)
CANTINE SANDWICH – SUBWAY;10.2.0.0;Enseignement secondaire (S)
UNIFORME BASKET – REEBOK;10.2.0.0;Enseignement secondaire (S)
FRAIS DE RÉADAPT – ASSO;10.2.0.0;Enseignement secondaire (S)
MANUEL GÉNIE – TECHNIC;10.2.0.0;Enseignement secondaire (S)
COURS DE PHYSIQUE – CAVENDISH;10.2.0.0;Enseignement secondaire (S)
KIT DE LABO – LABOTEC;10.2.0.0;Enseignement secondaire (S)
EXCURSION CULINAIRE – LESAROMES;10.2.0.0;Enseignement secondaire (S)
MANUEL SCIENCES – BOURDILLOU;10.2.0.0;Enseignement secondaire (S)
CANTINE VEGGIE – HIPP;10.2.0.0;Enseignement secondaire (S)
UNIFORME PONCHO – THE NORTH FACE;10.2.0.0;Enseignement secondaire (S)
FRAIS D'EXTRA – OTHERS;10.2.0.0;Enseignement secondaire (S)
MANUEL INFO – ALPHA;10.2.0.0;Enseignement secondaire (S)
COURS DE VENTE – MINDSTORMS;10.2.0.0;Enseignement secondaire (S)
KIT D'ART – CRAFTS;10.2.0.0;Enseignement secondaire (S)
EXCURSION LITTÉRAIRE – LIBR’AR;10.2.0.0;Enseignement secondaire (S)
MANUEL MATHS SUP – HACHEtte;10.2.0.0;Enseignement secondaire (S)
CANTINE FRIANDISE – CROQU'ELLE;10.2.0.0;Enseignement secondaire (S)
UNIFORME TECH – ASICS;10.2.0.0;Enseignement secondaire (S)
FRAIS DE BILAN – IEF;10.2.0.0;Enseignement secondaire (S)
MANUEL PHILO 2024 – DUNOD;10.2.0.0;Enseignement secondaire (S)
COURS DE DÉBAT – ORATOR;10.2.0.0;Enseignement secondaire (S)
KIT DE PHOTOGR – CANON;10.2.0.0;Enseignement secondaire (S)
EXCURSION TECH – BUREAUVAL;10.2.0.0;Enseignement secondaire (S)
MANUEL BIO 2024 – HACHETT;10.2.0.0;Enseignement secondaire (S)
CANTINE PASTA – PASTA MART;10.2.0.0;Enseignement secondaire (S)
UNIFORME JACKET – ZARA;10.2.0.0;Enseignement secondaire (S)
FRAIS DE RÉCAP – CITEF;10.2.0.0;Enseignement secondaire (S)
MANUEL ECONO 2025 – HACHEtte;10.2.0.0;Enseignement secondaire (S)
COURS DE ROBOTIQUE – ARDUINO;10.2.0.0;Enseignement secondaire (S)
KIT DE MATHS – MATHLAB;10.2.0.0;Enseignement secondaire (S)
EXCURSION SCIENT – CNRS;10.2.0.0;Enseignement secondaire (S)
MANUEL HISTO MOD – GALLIMARD;10.2.0.0;Enseignement secondaire (S)
